Date,Price,Bathrooms,Bathrooms (bin),Bedrooms,Bedrooms (bin),Condition,Floors,Grade,Id,Lat,Long,Price (bin),Sqft Living,Sqft Lot,View,Waterfront,Yr Built,Zipcode
4/6/2015,348000,1.75,1.6,3,2.9,Average,1,7,3726800220,47.5723,-122.309,319K,"1,830","2,417",No View,No,1919,98144
4/22/2015,642450,1.75,1.6,3,2.9,Average,1,7,1250700060,47.5962,-122.288,638K,"1,830","4,160",No View,No,1919,98144
4/17/2015,410000,1.75,1.6,3,2.9,Average,1,7,3726800201,47.5721,-122.309,390K,"2,160","4,000",No View,No,1953,98144
4/17/2015,330000,1.75,1.6,3,2.9,Average,1,7,723049274,47.5016,-122.348,319K,"1,250","8,100",No View,No,1951,98146
4/30/2015,335000,1.75,1.6,3,2.9,Average,1,7,123039346,47.5114,-122.361,319K,"1,260","17,000",No View,No,1994,98146
4/22/2015,337000,1.75,1.6,3,2.9,Average,1,7,2881700231,47.743,-122.328,319K,"1,440","11,364",No View,No,1985,98155
4/7/2015,350500,1.75,1.6,3,2.9,Average,1,7,2970800145,47.4738,-122.35,319K,"2,080","5,200",No View,No,1974,98166
4/2/2015,369900,1.75,1.6,3,2.9,Average,1,7,797000330,47.5061,-122.324,354K,"2,150","19,127",No View,No,1978,98168
4/27/2015,550500,1.75,1.6,3,2.9,Average,1,7,9158100090,47.7219,-122.358,531K,"2,540","8,280",No View,No,1949,98177
4/6/2015,443000,1.75,1.6,3,2.9,Average,1,7,8598900125,47.7768,-122.361,425K,"1,530","8,028",No View,No,1967,98177
4/28/2015,288250,1.75,1.6,3,2.9,Average,1,7,1823059106,47.4861,-122.226,283K,"2,110","15,400",No View,No,1963,98178
4/15/2015,343000,1.75,1.6,3,2.9,Average,1,7,6706200130,47.4968,-122.237,319K,"2,210","7,920",No View,No,1966,98178
4/24/2015,281000,1.75,1.6,3,2.9,Average,1,7,8732800090,47.4378,-122.279,248K,"1,350","8,737",No View,No,1966,98188
4/10/2015,239950,1.75,1.6,3,2.9,Average,1,7,5381000411,47.4473,-122.284,213K,"1,440","7,200",No View,No,1986,98188
4/30/2015,237100,1.75,1.6,3,2.9,Average,1,7,8643000185,47.3959,-122.309,213K,"1,360","9,603",No View,No,1963,98198
4/17/2015,240415,1.75,1.6,3,2.9,Average,1,7,2822049160,47.3694,-122.311,213K,"1,120","10,187",No View,No,1968,98198
4/10/2015,352500,1.75,1.6,3,2.9,Average,1,7,6880200030,47.3855,-122.322,319K,"1,860","7,881",No View,No,1986,98198
4/14/2015,267000,2,1.6,3,2.9,Average,1,7,4233400400,47.3131,-121.998,248K,"1,300","9,644",No View,No,1994,98010
4/6/2015,330000,2,1.6,3,2.9,Average,1,7,6672920150,47.7279,-121.967,319K,"1,500","11,233",No View,No,1987,98019
4/27/2015,585000,2,1.6,3,2.9,Average,1,7,1549500585,47.7586,-121.911,567K,"2,220","209,523",No View,No,1991,98019
4/24/2015,240000,2,1.6,3,2.9,Average,1,7,2420069042,47.2056,-121.994,213K,"1,553","6,550",No View,No,1900,98022
4/9/2015,510000,2,1.6,3,2.9,Average,1,7,2824069142,47.5356,-122.046,496K,"1,420","11,325",No View,No,1980,98027
4/30/2015,255000,2,1.6,3,2.9,Average,1,7,1137600190,47.3787,-122.169,248K,"1,290","13,282",No View,No,1978,98030
4/14/2015,259000,2,1.6,3,2.9,Average,1,7,5412400170,47.3786,-122.179,248K,"1,390","7,120",No View,No,1988,98030
4/6/2015,269000,2,1.6,3,2.9,Average,1,7,4345300180,47.3642,-122.187,248K,"1,410","10,577",No View,No,1994,98030
4/13/2015,250000,2,1.6,3,2.9,Average,1,7,8651440250,47.3653,-122.09,248K,"1,500","5,200",No View,No,1977,98042
4/10/2015,249000,2,1.6,3,2.9,Average,1,7,5466410030,47.3577,-122.16,248K,"1,360","6,082",No View,No,1994,98042
4/14/2015,278000,2,1.6,3,2.9,Average,1,7,7760400470,47.3718,-122.073,248K,"1,230","7,789",No View,No,1994,98042
4/23/2015,353000,2,1.6,3,2.9,Average,1,7,1471630160,47.4705,-121.754,319K,"1,210","14,499",No View,No,1984,98045
4/6/2015,379950,2,1.6,3,2.9,Average,1,7,339600290,47.6836,-122.095,354K,"1,080","5,077",No View,No,1985,98052
4/27/2015,362500,2,1.6,3,2.9,Average,1,7,322059326,47.4252,-122.159,354K,"1,940","40,588",No View,No,2000,98058
4/24/2015,295000,2,1.6,3,2.9,Average,1,7,741500010,47.438,-122.179,283K,"1,230","3,405",No View,No,2010,98058
4/13/2015,385000,2,1.6,3,2.9,Average,1,7,7715800570,47.6273,-122.062,354K,"1,010","7,380",No View,No,1982,98074
4/17/2015,278500,2,1.6,3,2.9,Average,1,7,8078520310,47.3163,-122.188,248K,"1,570","5,250",No View,No,1998,98092
4/16/2015,604000,2,1.6,3,2.9,Average,1,7,2306400040,47.6587,-122.344,602K,"1,560","2,589",No View,No,1923,98103
4/22/2015,430000,2,1.6,3,2.9,Average,1,7,7891600245,47.5662,-122.364,425K,"1,860","7,500",No View,No,1909,98106
4/13/2015,660000,2,1.6,3,2.9,Average,1,7,809002675,47.637,-122.355,638K,"1,140","6,000",No View,No,1909,98109
4/30/2015,750000,2,1.6,3,2.9,Average,1,7,8805900080,47.6428,-122.302,744K,"1,840","2,825",No View,No,1920,98112
4/22/2015,460000,2,1.6,3,2.9,Average,1,7,3426049132,47.6986,-122.286,425K,"1,200","7,320",No View,No,1955,98115
4/30/2015,528000,2,1.6,3,2.9,Average,1,7,2489200250,47.5407,-122.379,496K,"1,560","6,300",No View,No,1924,98126
4/28/2015,385000,2,1.6,3,2.9,Average,1,7,3293700105,47.7466,-122.347,354K,"1,600","10,318",No View,No,1941,98133
4/23/2015,545000,2,1.6,3,2.9,Average,1,7,2771603610,47.6379,-122.387,531K,"1,550","4,000",No View,No,1955,98199
4/27/2015,230000,2.25,1.6,3,2.9,Average,1,7,2422000067,47.2899,-122.287,213K,"1,830","11,331",No View,No,1965,98001
4/13/2015,242000,2.25,1.6,3,2.9,Average,1,7,3876540410,47.2639,-122.303,213K,"1,690","7,292",No View,No,1985,98003
4/28/2015,450000,2.25,1.6,3,2.9,Average,1,7,7752400075,47.6319,-122.124,425K,"1,960","10,682",No View,No,1957,98008
4/13/2015,505000,2.25,1.6,3,2.9,Average,1,7,259600410,47.6316,-122.119,496K,"1,460","7,210",No View,No,1963,98008
4/1/2015,445000,2.25,1.6,3,2.9,Average,1,7,2540830020,47.7275,-122.232,425K,"1,630","6,449",No View,No,1986,98011
4/28/2015,305000,2.25,1.6,3,2.9,Average,1,7,9211500620,47.2979,-122.379,283K,"1,740","6,650",No View,No,1978,98023
4/27/2015,210000,2.25,1.6,3,2.9,Average,1,7,5259800090,47.3239,-122.35,177K,"1,430","9,150",No View,No,1984,98023
4/8/2015,620000,2.25,1.6,3,2.9,Average,1,7,1245000865,47.6903,-122.206,602K,"1,990","6,256",No View,No,1960,98033
4/10/2015,455000,2.25,1.6,3,2.9,Average,1,7,7955050170,47.7321,-122.198,425K,"1,790","7,500",No View,No,1973,98034
4/23/2015,439000,2.25,1.6,3,2.9,Average,1,7,9477201530,47.7288,-122.191,425K,"1,480","7,565",No View,No,1977,98034
4/22/2015,245000,2.25,1.6,3,2.9,Average,1,7,1545808370,47.3601,-122.046,213K,"1,700","8,100",No View,No,1980,98038
4/30/2015,274950,2.25,1.6,3,2.9,Average,1,7,2310010050,47.3568,-122.038,248K,"1,570","8,767",No View,No,1990,98038
4/21/2015,413100,2.25,1.6,3,2.9,Average,1,7,1026069106,47.7558,-122.027,390K,"1,790","231,303",No View,No,1980,98077
4/21/2015,438000,2.25,1.6,3,2.9,Average,1,7,2881700522,47.737,-122.334,425K,"1,820","9,150",No View,No,1961,98133
4/20/2015,535000,2.25,1.6,3,2.9,Average,1,7,6414600232,47.7258,-122.332,531K,"2,050","6,648",No View,No,1990,98133
4/23/2015,365000,2.25,1.6,3,2.9,Average,1,7,7417100123,47.7722,-122.312,354K,"1,800","9,010",No View,No,1975,98155
4/8/2015,434975,2.25,1.6,3,2.9,Average,1,7,3790600080,47.7742,-122.287,425K,"1,590","9,960",No View,No,1976,98155
4/24/2015,284200,2.5,2.4,3,2.9,Average,1,7,8159620160,47.3386,-122.272,283K,"1,570","9,292",No View,No,1977,98001
4/15/2015,295000,2.5,2.4,3,2.9,Average,1,7,2214800170,47.3385,-122.256,283K,"1,940","10,350",No View,No,1979,98001
4/29/2015,270000,2.5,2.4,3,2.9,Average,1,7,6802210330,47.1943,-121.991,248K,"1,430","8,470",No View,No,1992,98022
4/4/2015,330000,2.5,2.4,3,2.9,Average,1,7,1922059396,47.3741,-122.218,319K,"2,410","17,424",No View,No,1978,98030
4/17/2015,267500,2.5,2.4,3,2.9,Average,1,7,5412400180,47.3788,-122.179,248K,"1,400","7,629",No View,No,1988,98030
4/29/2015,270500,2.5,2.4,3,2.9,Average,1,7,1545807610,47.3608,-122.056,248K,"1,780","7,848",No View,No,1978,98038
4/9/2015,430000,2.5,2.4,3,2.9,Average,1,7,2722069077,47.3601,-122.032,425K,"2,075","39,553",No View,No,2012,98038
4/9/2015,500000,2.5,2.4,3,2.9,Average,1,7,7199340320,47.6966,-122.127,496K,"2,440","7,600",No View,No,1981,98052
4/10/2015,397500,2.5,2.4,3,2.9,Average,1,7,3223059015,47.4381,-122.188,390K,"1,860","44,093",No View,No,1978,98055
4/13/2015,405000,2.5,2.4,3,2.9,Average,1,7,6415100350,47.7295,-122.331,390K,"2,160","10,200",No View,No,1978,98133
4/23/2015,439500,2.5,2.4,3,2.9,Average,1,7,8665900295,47.7679,-122.308,425K,"1,600","6,510",No View,No,1983,98155
4/15/2015,275000,2.75,2.4,3,2.9,Average,1,7,2309710230,47.1941,-121.979,248K,"1,740","5,757",No View,No,2010,98022
4/14/2015,515000,2.75,2.4,3,2.9,Average,1,7,714000315,47.6693,-122.267,496K,"1,710","9,448",No View,No,1947,98105
4/1/2015,261500,1,0.8,3,2.9,Average,1,8,8074400150,47.4969,-122.178,248K,"1,410","8,174",No View,No,1958,98056
4/6/2015,717000,1,0.8,3,2.9,Average,1,8,461004730,47.6805,-122.369,708K,"1,150","5,000",No View,No,1959,98117
4/14/2015,382500,1.5,0.8,3,2.9,Average,1,8,2872900010,47.6256,-122.036,354K,"1,090","9,862",No View,No,1987,98074
4/1/2015,323000,1.5,0.8,3,2.9,Average,1,8,3438502731,47.5417,-122.355,319K,"1,720","7,110",No View,No,1955,98106
4/15/2015,251000,1.75,1.6,3,2.9,Average,1,8,7985000010,47.3334,-122.298,248K,"1,350","10,125",No View,No,1967,98003
4/10/2015,375000,1.75,1.6,3,2.9,Average,1,8,7379700051,47.5902,-122.147,354K,"1,590","14,766",No View,No,1963,98007
4/21/2015,475000,1.75,1.6,3,2.9,Average,1,8,1736800920,47.6024,-122.143,460K,"1,320","7,840",No View,No,1966,98007
4/23/2015,310000,1.75,1.6,3,2.9,Average,1,8,9264911150,47.3074,-122.341,283K,"2,130","7,140",No View,No,1979,98023
4/8/2015,475000,1.75,1.6,3,2.9,Average,1,8,3288301330,47.7322,-122.185,460K,"1,890","7,560",No View,No,1973,98034
4/7/2015,536650,1.75,1.6,3,2.9,Average,1,8,6619910260,47.7149,-122.222,531K,"2,090","8,910",No View,No,1975,98034
4/23/2015,795000,1.75,1.6,3,2.9,Average,1,8,5458800425,47.5747,-122.237,779K,"1,930","9,600",No View,No,1958,98040
4/1/2015,718000,1.75,1.6,3,2.9,Average,1,8,1223089077,47.4843,-121.719,708K,"4,060","136,290",No View,No,1995,98045
4/27/2015,630000,1.75,1.6,3,2.9,Average,1,8,8044700010,47.6632,-122.153,602K,"1,940","7,306",No View,No,1982,98052
4/1/2015,600000,1.75,1.6,3,2.9,Average,1,8,3326069026,47.6989,-122.044,567K,"2,340","57,499",No View,No,1988,98053
4/7/2015,347000,1.75,1.6,3,2.9,Average,1,8,2473460650,47.4463,-122.127,319K,"1,330","7,848",No View,No,1978,98058
4/22/2015,349000,1.75,1.6,3,2.9,Average,1,8,2473460060,47.4451,-122.126,319K,"1,740","7,682",No View,No,1978,98058
4/18/2015,525000,1.75,1.6,3,2.9,Average,1,8,9516500100,47.7662,-122.159,496K,"1,600","9,579",No View,No,1977,98072
4/1/2015,650000,1.75,1.6,3,2.9,Average,1,8,224069145,47.5936,-122.012,638K,"1,970","54,450",No View,No,1980,98075
4/1/2015,335000,1.75,1.6,3,2.9,Average,1,8,8594400110,47.3041,-122.066,319K,"1,900","36,769",No View,No,1987,98092
4/13/2015,580000,1.75,1.6,3,2.9,Average,1,8,1994200012,47.6871,-122.336,567K,"1,850","2,797",No View,No,1977,98103
4/21/2015,445000,1.75,1.6,3,2.9,Average,1,8,3942900115,47.547,-122.302,425K,"1,360","4,998",No View,No,1968,98108
4/24/2015,765000,1.75,1.6,3,2.9,Average,1,8,9169600043,47.5284,-122.391,744K,"2,190","6,450",No View,No,1957,98136
4/19/2015,670000,1.75,1.6,3,2.9,Average,1,8,923000414,47.7241,-122.363,638K,"1,850","8,160",No View,No,1952,98177
4/21/2015,313100,2,1.6,3,2.9,Average,1,8,2595650220,47.353,-122.272,283K,"1,730","12,821",No View,No,1994,98001
4/14/2015,350000,2,1.6,3,2.9,Average,1,8,3904930530,47.5753,-122.017,319K,"1,440","5,469",No View,No,1988,98029
4/27/2015,412450,2,1.6,3,2.9,Average,1,8,7980900011,47.7114,-122.23,390K,"1,910","13,505",No View,No,1955,98034
4/10/2015,500000,2,1.6,3,2.9,Average,1,8,8100400170,47.6389,-122.11,496K,"2,050","11,454",No View,No,1987,98052
4/21/2015,420250,2,1.6,3,2.9,Average,1,8,8682290100,47.7225,-122.029,390K,"1,510","3,657",No View,No,2007,98053
4/13/2015,418500,2,1.6,3,2.9,Average,1,8,7504400620,47.6254,-122.05,390K,"1,800","12,440",No View,No,1978,98074
4/28/2015,420000,2,1.6,3,2.9,Average,1,8,3705900292,47.7583,-122.339,390K,"1,750","9,239",No View,No,1989,98133
4/30/2015,570000,2,1.6,3,2.9,Average,1,8,2597000130,47.7657,-122.272,567K,"1,930","10,929",No View,No,1964,98155
4/24/2015,285000,2.25,1.6,3,2.9,Average,1,8,9264900350,47.3144,-122.339,283K,"1,840","9,040",No View,No,1979,98023
4/21/2015,300000,2.25,1.6,3,2.9,Average,1,8,6648500580,47.3551,-122.148,283K,"2,070","7,225",No View,No,1979,98042
4/12/2015,285750,2.25,1.6,3,2.9,Average,1,8,7616800350,47.4436,-122.21,283K,"1,960","17,126",No View,No,1966,98055
4/15/2015,550000,2.25,1.6,3,2.9,Average,1,8,1785400780,47.6279,-122.037,531K,"2,120","18,255",No View,No,1984,98074
4/7/2015,583000,2.25,1.6,3,2.9,Average,1,8,8078430130,47.6336,-122.025,567K,"1,830","8,276",No View,No,1989,98074
4/7/2015,515000,2.25,1.6,3,2.9,Average,1,8,6791200120,47.5898,-122.052,496K,"1,820","13,362",No View,No,1977,98075
4/1/2015,510000,2.25,1.6,3,2.9,Average,1,8,1774220350,47.771,-122.099,496K,"2,370","38,639",No View,No,1978,98077
4/29/2015,825000,2.25,1.6,3,2.9,Average,1,8,5418500800,47.7003,-122.285,815K,"2,510","10,418",No View,No,1968,98115
4/2/2015,500000,2.25,1.6,3,2.9,Average,1,8,2926049504,47.7161,-122.317,496K,"1,700","9,008",No View,No,1985,98125
4/14/2015,382000,2.25,1.6,3,2.9,Average,1,8,3459000020,47.7739,-122.274,354K,"1,750","15,528",No View,No,1963,98155
4/28/2015,520000,2.25,1.6,3,2.9,Average,1,8,3303000130,47.7724,-122.362,496K,"1,770","7,667",No View,No,1966,98177
4/3/2015,662500,2.5,2.4,3,2.9,Average,1,8,1736800520,47.6007,-122.145,638K,"3,560","9,796",No View,No,1965,98007
4/9/2015,272500,2.5,2.4,3,2.9,Average,1,8,2557000400,47.2988,-122.371,248K,"2,070","9,900",No View,No,1979,98023
4/26/2015,589000,2.5,2.4,3,2.9,Average,1,8,3125079062,47.6042,-121.956,567K,"2,660","206,480",No View,No,1989,98024
4/6/2015,685000,2.5,2.4,3,2.9,Average,1,8,5423030040,47.5652,-122.089,673K,"2,520","10,175",No View,No,1979,98027
4/30/2015,510000,2.5,2.4,3,2.9,Average,1,8,3577300040,47.7478,-122.247,496K,"1,830","8,133",No View,No,1996,98028
4/8/2015,649950,2.5,2.4,3,2.9,Average,1,8,522079067,47.4167,-121.936,638K,"3,310","387,684",No View,No,1919,98038
4/24/2015,875000,2.5,2.4,3,2.9,Average,1,8,4458300190,47.58,-122.231,850K,"1,690","10,592",No View,No,1973,98040
4/27/2015,540000,2.5,2.4,3,2.9,Average,1,8,3396800120,47.717,-122.101,531K,"2,180","11,100",No View,No,1983,98052
4/6/2015,265500,2.5,2.4,3,2.9,Average,1,8,4137040060,47.2576,-122.214,248K,"1,450","8,977",No View,No,1990,98092
4/29/2015,575000,2.75,2.4,3,2.9,Average,1,8,5710600620,47.532,-122.05,567K,"1,990","9,600",No View,No,1978,98027
4/1/2015,502000,2.75,2.4,3,2.9,Average,1,8,3824100082,47.7728,-122.253,496K,"2,010","11,200",No View,No,1979,98028
4/30/2015,490000,2.75,2.4,3,2.9,Average,1,8,6445800015,47.5544,-122.035,460K,"1,990","31,200",No View,No,1986,98029
4/11/2015,380000,3.25,3.2,3,2.9,Average,1,8,2817900180,47.3097,-122.099,354K,"2,090","51,212",No View,No,1989,98092
4/30/2015,825000,2.25,1.6,3,2.9,Average,1,9,1125069134,47.6627,-122.003,815K,"2,980","86,636",No View,No,1989,98053
4/1/2015,660000,2.5,2.4,3,2.9,Average,1,9,6446200060,47.5516,-122.03,638K,"2,590","35,640",No View,No,1987,98029
4/28/2015,479950,2.5,2.4,3,2.9,Average,1,9,8106300090,47.4461,-122.209,460K,"2,810","4,984",No View,No,2006,98055
4/26/2015,580000,2.75,2.4,3,2.9,Average,1,9,6891800500,47.768,-122.259,567K,"2,650","9,752",No View,No,1989,98028
4/29/2015,303000,1,0.8,4,3.9,Average,1,6,2475900170,47.5671,-121.89,283K,"2,300","9,583",No View,No,1928,98024
4/8/2015,285000,1,0.8,4,3.9,Average,1,6,2112701165,47.5343,-122.355,283K,"1,430","3,600",No View,No,1947,98106
4/13/2015,179950,1.5,0.8,4,3.9,Average,1,6,8651401960,47.3616,-122.089,177K,"1,130","5,200",No View,No,1968,98042
4/16/2015,245000,1.5,0.8,4,3.9,Average,1,6,2171400218,47.4949,-122.255,213K,"1,280","8,000",No View,No,1960,98178
4/17/2015,325000,1.75,1.6,4,3.9,Average,1,6,114101500,47.7572,-122.228,319K,"1,370","9,993",No View,No,1918,98028
4/17/2015,460000,1.75,1.6,4,3.9,Average,1,6,4074300150,47.7001,-122.279,425K,"1,560","7,200",No View,No,1943,98115
4/28/2015,517000,1,0.8,4,3.9,Average,1,7,259700180,47.6366,-122.118,496K,"1,650","8,250",No View,No,1966,98008
4/9/2015,372000,1,0.8,4,3.9,Average,1,7,7899800586,47.524,-122.359,354K,"2,300","7,680",No View,No,1959,98106
4/27/2015,425000,1,0.8,4,3.9,Average,1,7,6163900301,47.7629,-122.318,390K,"1,480","8,321",No View,No,1953,98155
4/16/2015,329950,1,0.8,4,3.9,Average,1,7,723059073,47.4916,-122.224,319K,"2,050","7,590",No View,No,1957,98178
4/29/2015,776500,1.5,0.8,4,3.9,Average,1,7,1245001820,47.6888,-122.199,744K,"2,290","10,372",No View,No,1965,98033
4/24/2015,430000,1.5,0.8,4,3.9,Average,1,7,3876001330,47.7207,-122.186,425K,"1,810","7,200",No View,No,1966,98034
4/2/2015,412000,1.5,0.8,4,3.9,Average,1,7,2848700095,47.5688,-122.363,390K,"1,960","5,000",No View,No,1912,98106
4/21/2015,799000,1.5,0.8,4,3.9,Average,1,7,164000361,47.7273,-122.351,779K,"1,810","6,583",No View,No,1968,98133
4/28/2015,502000,1.5,0.8,4,3.9,Average,1,7,3380900160,47.7677,-122.359,496K,"1,700","8,400",No View,No,1953,98177
4/2/2015,875000,1.75,1.6,4,3.9,Average,1,7,5078400035,47.6226,-122.205,850K,"2,360","8,286",No View,No,1952,98004
4/6/2015,560000,1.75,1.6,4,3.9,Average,1,7,3459800020,47.5742,-122.118,531K,"2,230","6,838",No View,No,1985,98008
4/7/2015,405000,1.75,1.6,4,3.9,Average,1,7,3824100051,47.773,-122.256,390K,"1,690","8,392",No View,No,1979,98028
4/1/2015,528000,1.75,1.6,4,3.9,Average,1,7,3558910640,47.7097,-122.202,496K,"1,860","9,750",No View,No,1969,98034
4/7/2015,518000,1.75,1.6,4,3.9,Average,1,7,5726500130,47.5952,-122.053,496K,"2,560","15,000",No View,No,1974,98075
4/23/2015,425000,1.75,1.6,4,3.9,Average,1,7,9212900100,47.6872,-122.296,390K,"1,820","6,000",No View,No,1942,98115
4/29/2015,350000,1.75,1.6,4,3.9,Average,1,7,7131300063,47.5166,-122.266,319K,"2,140","4,959",No View,No,1965,98118
4/1/2015,525000,1.75,1.6,4,3.9,Average,1,7,8901000585,47.7111,-122.309,496K,"1,600","7,400",No View,No,1973,98125
4/2/2015,195000,1.75,1.6,4,3.9,Average,1,7,522049122,47.4297,-122.325,177K,"1,320","7,694",No View,No,1928,98148
4/30/2015,450000,1.75,1.6,4,3.9,Average,1,7,3461000120,47.7675,-122.277,425K,"1,740","12,204",No View,No,1961,98155
4/16/2015,387000,1.75,1.6,4,3.9,Average,1,7,7374200030,47.7713,-122.307,354K,"2,500","7,690",No View,No,1973,98155
4/6/2015,260000,1.75,1.6,4,3.9,Average,1,7,2976800145,47.5048,-122.251,248K,"2,010","10,816",No View,No,1955,98178
4/27/2015,210000,1.75,1.6,4,3.9,Average,1,7,3348401095,47.4958,-122.265,177K,"2,090","6,485",No View,No,1956,98178
4/21/2015,380000,1.75,1.6,4,3.9,Average,1,7,5379804888,47.4498,-122.28,354K,"1,740","9,150",No View,No,1974,98188
4/22/2015,775000,1.75,1.6,4,3.9,Average,1,7,269001360,47.6397,-122.388,744K,"2,320","5,595",No View,No,1956,98199
4/21/2015,375000,2,1.6,4,3.9,Average,1,7,303000220,47.3264,-122.262,354K,"2,270","18,450",No View,No,1961,98001
4/20/2015,309000,2,1.6,4,3.9,Average,1,7,3832500790,47.3666,-122.288,283K,"2,240","9,240",No View,No,1968,98032
4/27/2015,435000,2,1.6,4,3.9,Average,1,7,1049010300,47.7359,-122.18,425K,"1,650","4,745",No View,No,1972,98034
4/15/2015,272000,2,1.6,4,3.9,Average,1,7,3423059109,47.4414,-122.154,248K,"1,780","19,843",No View,No,1963,98058
4/22/2015,550000,2,1.6,4,3.9,Average,1,7,2436700610,47.6651,-122.285,531K,"1,720","4,000",No View,No,1950,98105
4/20/2015,440000,2,1.6,4,3.9,Average,1,7,7857003851,47.5471,-122.298,425K,"2,310","5,004",No View,No,1994,98108
4/17/2015,449000,2,1.6,4,3.9,Average,1,7,5101400461,47.6905,-122.305,425K,"1,560","5,220",No View,No,1959,98115
4/24/2015,700000,2,1.6,4,3.9,Average,1,7,976000879,47.646,-122.363,673K,"1,930","5,398",No View,No,1953,98119
4/6/2015,548500,2,1.6,4,3.9,Average,1,7,2594200566,47.5161,-122.388,531K,"1,820","7,200",No View,No,1976,98136
4/27/2015,330000,2,1.6,4,3.9,Average,1,7,6139100076,47.7607,-122.329,319K,"1,820","9,450",No View,No,1962,98155
4/8/2015,220000,2,1.6,4,3.9,Average,1,7,7417700664,47.7719,-122.309,213K,"1,400","7,140",No View,No,1969,98155
4/3/2015,190000,2,1.6,4,3.9,Average,1,7,3972900160,47.7659,-122.31,177K,"1,580","6,250",No View,No,1977,98155
4/14/2015,250000,2.25,1.6,4,3.9,Average,1,7,1311100520,47.3386,-122.288,248K,"1,730","8,400",No View,No,1962,98001
4/14/2015,470500,2.25,1.6,4,3.9,Average,1,7,5634500201,47.7484,-122.237,460K,"2,070","14,000",No View,No,1958,98028
4/12/2015,419000,2.25,1.6,4,3.9,Average,1,7,3824100041,47.7731,-122.257,390K,"1,880","9,727",No View,No,1979,98028
4/23/2015,525000,2.25,1.6,4,3.9,Average,1,7,2023039160,47.4662,-122.453,496K,"2,620","98,881",No View,No,1952,98070
4/29/2015,805000,2.25,1.6,4,3.9,Average,1,7,439000230,47.6932,-122.3,779K,"2,440","9,889",No View,No,1952,98115
4/23/2015,330000,2.25,1.6,4,3.9,Average,1,7,6706000040,47.4238,-122.329,319K,"2,000","10,679",No View,No,1960,98148
4/5/2015,450000,2.5,2.4,4,3.9,Average,1,7,1560800150,47.6167,-122.137,425K,"1,900","9,240",No View,No,1962,98007
4/10/2015,467000,2.5,2.4,4,3.9,Average,1,7,7016310270,47.7428,-122.183,460K,"2,220","7,210",No View,No,1973,98011
4/14/2015,510000,2.5,2.4,4,3.9,Average,1,7,3024079096,47.54,-121.97,496K,"2,600","118,666",No View,No,1981,98027
4/14/2015,320000,2.5,2.4,4,3.9,Average,1,7,6669150280,47.4068,-122.175,319K,"2,130","9,653",No View,No,1978,98031
4/24/2015,264900,2.5,2.4,4,3.9,Average,1,7,2796100640,47.4056,-122.176,248K,"2,040","7,000",No View,No,1979,98031
4/24/2015,525000,2.5,2.4,4,3.9,Average,1,7,1974200060,47.7104,-122.24,496K,"2,400","10,070",No View,No,1967,98034
4/20/2015,465000,2.5,2.4,4,3.9,Average,1,7,927200380,47.7266,-122.175,460K,"2,090","12,833",No View,No,1969,98034
4/28/2015,513000,2.5,2.4,4,3.9,Average,1,7,8651720420,47.7283,-122.218,496K,"1,930","8,040",No View,No,1978,98034
4/11/2015,312500,2.5,2.4,4,3.9,Average,1,7,2472950350,47.4292,-122.148,283K,"2,500","11,983",No View,No,1984,98058
4/23/2015,595000,2.5,2.4,4,3.9,Average,1,7,5652601425,47.6955,-122.301,567K,"2,030","10,722",No View,No,1967,98115
4/20/2015,362000,2.5,2.4,4,3.9,Average,1,7,1133000050,47.7201,-122.308,354K,"2,360","7,370",No View,No,1985,98125
4/6/2015,383000,2.5,2.4,4,3.9,Average,1,7,4029400080,47.7717,-122.29,354K,"1,850","8,310",No View,No,1962,98155
4/28/2015,485000,2.75,2.4,4,3.9,Average,1,7,3574800010,47.733,-122.22,460K,"1,830","8,384",No View,No,1979,98034
4/12/2015,375000,2.75,2.4,4,3.9,Average,1,7,3298720010,47.5346,-122.344,354K,"1,430","7,403",No View,No,1982,98106
4/7/2015,250000,2.75,2.4,4,3.9,Average,1,7,3438503214,47.539,-122.356,248K,"1,920","7,102",No View,No,1992,98106
4/7/2015,370000,2.75,2.4,4,3.9,Average,1,7,7523900300,47.377,-122.31,354K,"2,310","14,745",No View,No,1993,98198
4/2/2015,330000,3,2.4,4,3.9,Average,1,7,1623049174,47.4805,-122.301,319K,"1,920","12,040",No View,No,1962,98168
4/23/2015,901000,3.25,3.2,4,3.9,Average,1,7,2492200335,47.5347,-122.38,886K,"1,560","4,080",No View,No,1916,98126
4/11/2015,885000,3.75,3.2,4,3.9,Average,1,7,5457801925,47.6295,-122.346,850K,"2,400","3,520",No View,No,1924,98109
4/1/2015,660000,1.75,1.6,4,3.9,Average,1,8,5160300030,47.5938,-122.154,638K,"1,870","10,450",No View,No,1978,98005
4/9/2015,559500,1.75,1.6,4,3.9,Average,1,8,4123400310,47.5688,-122.087,531K,"1,650","7,088",No View,No,1973,98027
4/9/2015,400000,1.75,1.6,4,3.9,Average,1,8,3582700130,47.7438,-122.247,390K,"1,770","12,875",No View,No,1988,98028
4/21/2015,675000,1.75,1.6,4,3.9,Average,1,8,4101410050,47.6579,-122.197,673K,"1,900","8,800",No View,No,1975,98033
4/27/2015,600000,1.75,1.6,4,3.9,Average,1,8,3876100940,47.7228,-122.183,567K,"3,050","9,440",No View,No,1966,98034
